category,product_url,review,rating
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"ku kira bkl kecil ternyata pas dpt harga 1000 😂 Pas dengan sempurna untuk semua jenis tubuh, Pilihan warna putih yang menarik perhatian,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,bagus.bagus banget👍,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Kain berkualitas premium, Desain yang unik dan keren, Skena abisss baguss dehhh Dann aku dapet harga cuma 2000 Wii mantep pokoknyaa",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"so far so good dengan harga segitu,ga sengajPas dengan sempurna untuk semua jenis tubuh, a ngambil ukuran xl ternyata muat dan cocok",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Leher crew yang nyaman, Pilihan ukuran yang serbaguna, Kain berkualitas premium, Kain yang lembut dan nyaman, Desain yang unik dan keren,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,Bahan:,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain grafis yang unik, Pilihan warna hitam yang stylish,",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"bagusKain berkualitas premium, Pilihan ukuran yang serbaguna, Desain grafis yang unik,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Kain yang lembut dan nyaman,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Kain yang lembut dan nyaman, Leher crew yang nyaman, lumayan bgt dapet harga seribu tapi kainnya nyaman bgt",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,sesuai pesanan semuanya mantul ssssssssssiiiiiiiippppp,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"lumayan si dgn harga segitu, bahannya jg adem🫰🫰rekomend kok gaiss buat kaos dirumah🥰",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,Paket sampe. bintang 5 boss. awalnya ragu kalo ini barang 1k. ternyata beneran dikirim. bahan kaos adem dan nyaman. woke lahhh,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain yang unik dan keren, Pilihan warna hitam yang stylish, ya Allah tak kira gk bakal dikirim karna gk pake biaya sedikit pun,murni gratis, ternyata dikirim,kaosnya juga bagus, semoga yg punya toko ini semakin sukses dilancarkan rejekinya, Aamiin ya Allah ya Robbal Alamin🤲🏻",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Dapet diharga 1k, Thanks Seller sudah amanah dan barang nya aman👍",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"bagus,dpet harga 1k gmau berharap gmna2 cm ada bolong yang mayan parah. Desain grafis yang unik,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,🛠️Daya tahan:,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Versatile size options, Comfortable crew neck, Premium quality fabric,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain yang unik dan keren, Pilihan warna putih yang menarik perhatian,Bahan sangat nyaman dan aku dapet harga cuman seribu rupiah mantep banget deh pokoknya",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,bagus kain nya ndak terlalu tipis nyesel cuman beli satu. sempetcat penjual minta ganti ukuran tk kira ukuran s ndak ternyata pas bagus di pakek..,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"lumayan kok. barang sampai dg selamat dan seller amanah.. Pilihan ukuran yang serbaguna, Tahan lama dan awet, bisa buat gonta ganti",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"yayaya.... tipis, nggak panas tapi nerawang. sesuai harga lah 1000 doang malahan gratis kena voucher🗿",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Pilihan warna hitam yang stylish,",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,🎨Desain:,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"bagusss lumayan dapet harga 2.000 Kain yang lembut dan nyaman, Pilihan warna putih yang menarik perhatian,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"bajunya sangat baguss, aku tidak espekk harganyaa 1000😭😭😭MAKASII BANYAKK INI BAGUSSS BGTTT😭😭😭😭😭",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"ok lanjut terus dengan promo"" nya agar pelanggan makin rame , dan kuat bersaing sehat dengan aplikasi"" lain yang serupa, ok min smoga lazada jaya trims",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"bagus bngt, tp untuk bahan kaosnya sesuai lah ya dengan harganya tp ini lucu sih dan dapet voucher jdi ga bayar😅🥰",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Leher crew yang nyaman, Pilihan warna putih yang menarik perhatian, Desain grafis yang unik,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,sumpeh ini baju lumayan gak nerawang yg putih juga dapet vocer cuma byr 2000 makasih seler sukses selalu,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"bagus dan pengiriman cepat bahan lembut dan sesuai pesanan Pilihan warna putih yang menarik perhatian,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Paket sampai tepat waktu, sesuai dengan pesanan, kualitas bagus untuk range harganya. Semoga bisa awet",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,kaos nya bagus harga nya murah banget,4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Wawww, akuu dapet promo 99℅ cuma bayarr seribuu, ga espekk bahannya baguss bangett tebell kirain bakalan yang bahas tipis gituu, baru pertmaa kali beli di lazada ternyata oke jugaa🫰",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"paket sudah sampai,dapat harga 1000, kaos nya adem bahannya,lumayan buat dipakai sehari², Terima kasih seller",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Leher crew yang nyaman, Pas dengan sempurna untuk semua jenis tubuh, terimakasih diskonnya",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,Dpt harga Rp 1.124 aja. sesuai lah dengan kualitas nya. thanks~Pilihan warna hitam yang stylish,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain yang unik dan keren, Kain yang lembut dan nyaman, cuma salbonnya agak tipis tpi gpp untuk harga segitu",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,bagus sesuai kaos bahan lembut aku dapet harga 2000 smoga toko amanah dan sukses terus,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"pas, sesuai dgn yg dipesan, pas dipakai juga enak Desain yang unik dan keren,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain grafis yang unik, Pilihan ukuran yang serbaguna, Pilihan warna putih yang menarik perhatian,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,bajunya bagusss bangettt bahan nya agak tebel tapii ttp adem koo aku belii cuma hargaa Rp 1.000 woritt bangettt lah harga segituu doang + ngga ada ongkir nya lagii pas baget haraga Rp 1.000 suka bangettt pokokk nyaa mah😻😻😻,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Pas dengan sempurna untuk semua jenis tubuh,",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"barang sudah datang sesuai dengan keterangan,, bagus banget. Desain grafis yang unik, Kain berkualitas premium,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Tahan lama dan awet, Desain grafis yang unik, sesuai pesanan,ukuran pas,bahan sesuai harga,lumayan buat gonta ganti",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain grafis yang unik, Desain yang unik dan keren, Pas dengan sempurna untuk semua jenis tubuh,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Pilihan warna hitam yang stylish, Kain yang lembut dan nyaman, sipp sesuai pesanan",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain grafis yang unik, Pas dengan sempurna untuk semua jenis tubuh, realpict ☺️",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Pas dengan sempurna untuk semua jenis tubuh, Leher crew yang nyaman, Tahan lama dan awet, Desain yang unik dan keren,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"says mints warns hitam d kirim warna putih tpi gpp lh.Tahan lama dan awet, Kain berkualitas premium, Leher crew yang nyaman,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"lumayan,sesuai dengan harga nya, ukuran sesuai dengan yg di ingin kan, kainnya lembutPilihan warna putih yang menarik perhatian, Desain grafis yang unik,",5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,🎧Kenyamanan:,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"paket sampai dengan aman pengiriman lumayan cpet harga terjangkau paket salah warna, pesennya hitam ukuran terlalu kecil okelah",4
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,mana,5
Baju,https://www.lazada.co.id/products/pdp-i8204206549-s14611958962.html,"Desain grafis yang unik, Pas dengan sempurna untuk semua jenis tubuh, tapi kok ukuran XL kya ukuran L yh",4
